category,idea,source_files,occurrences
"Wellness, beauty and recovery",Classic Full Body Swedish Muscle Relaxer,Revenue Sources by Google.md,1
"Culture, classes and maker experiences",Classic Retro Film Roller Chemical Processing,Revenue Sources by Google.md,1
"Culture, classes and maker experiences",Classic Woodfire Pizza Stone Throwing Class,Revenue Sources by Google.md,1
Mixed / other travel monetization,"Clear ""good-better-best"" comparison tables.",Revenue Sources by Perplexity.md,1
"Wellness, beauty and recovery",Clear Night Meteor Shower Sleep-Out Deck,Revenue Sources by Google.md,1
"Arrival, departure and travel admin",Climate-controlled storage and luggage services (flat fee: \$20–\$50),Revenue Sources.md,1
"Sustainability, impact and place-based giving",Clothing donation and textile recycling (\$50–\$200 coordination fee),Revenue Sources.md,1
Partner-led B2B2C monetization while keeping traveler contact,Clothing fitting and alteration services (commission: 10–20%),Revenue Sources.md,1
"Remote concierge, AI nudges and content monetization",Co-branded campaigns with influencers.,Revenue Sources by Perplexity.md,1
"Shopping, souvenirs and local commerce",Co-branded merchandising.,Revenue Sources by Perplexity.md,1
Core tours and sightseeing,Co-creation of new tours based on guest ideas.,Revenue Sources by Perplexity.md,1
"Events, tickets and timed-entry orchestration",Co-hosted events with shared costs and revenue.,Revenue Sources by Perplexity.md,1
Mixed / other travel monetization,Coastal Lighthouse Panoramic Deck Access,Revenue Sources by Google.md,1
Mixed / other travel monetization,Coastal Sea-Shell Cameo Pendant Carving,Revenue Sources by Google.md,1
Mixed / other travel monetization,Coastal Shellfish Farm Fresh Harvesting Wade,Revenue Sources by Google.md,1
"Food, drink and nightlife",Cocktail bar discovery and reservation service (commission: 5–10%),Revenue Sources.md,1
"Safety, health and problem-solving",Coffee passport with branded tumbler,Revenue Sources by OpenAi.md,1
"Food, drink and nightlife",Coffee plantation and roastery tours (\$40–\$100 per person),Revenue Sources.md,1
"Food, drink and nightlife",Coffee roastery tours and bean purchases (commission: 10–20%),Revenue Sources.md,1
"Food, drink and nightlife",Coffee roasting or tea-blending class,Revenue Sources by OpenAi.md,1
"Food, drink and nightlife",Coffee tasting and specialty coffee experiences (\$25–\$60 per person),Revenue Sources.md,1
"Wellness, beauty and recovery",Cold Snap Spa Eucalyptus Steam Pass,Revenue Sources by Google.md,1
Accommodation-adjacent convenience services,Coliving and community accommodation (commission: 10–20%),Revenue Sources.md,1
"Food, drink and nightlife",Combine food tours with photography coaching or short video creation for social media.,Revenue Sources by Perplexity.md,1
"Community, loyalty and membership",Comedy club experience packages (commission: 10–20%),Revenue Sources.md,1
"Events, tickets and timed-entry orchestration",Comedy show and stand-up performance tickets (commission: 10–20%),Revenue Sources.md,1
Mixed / other travel monetization,Commemorative Destination Metal Key Tag Set,Revenue Sources by Google.md,1
Accommodation-adjacent convenience services,Commissionable experience desk inside accommodations,Revenue Sources by OpenAi.md,1
Core tours and sightseeing,Community-led neighborhood tours,Revenue Sources by OpenAi.md,1
Core tours and sightseeing,Community-sourced translation of guides.,Revenue Sources by Perplexity.md,1
Partner-led B2B2C monetization while keeping traveler contact,Commuter ride-sharing and carpooling (affiliate commission: 5–10%),Revenue Sources.md,1
"Family, kids and multigenerational support",Compact Modular Travel Stroller Rental,Revenue Sources by Google.md,1
"Events, tickets and timed-entry orchestration",Concert and festival ticket packages (commission: 10–20%),Revenue Sources.md,1
"Events, tickets and timed-entry orchestration",Concert and festival tickets (commission or markup 10–25%),Revenue Sources.md,1
Mixed / other travel monetization,"Connect to Google ""Things to do"" to capture in-destination search demand.",Revenue Sources by Perplexity.md,1
"Food, drink and nightlife",Cooking competition dinner experiences (\$50–\$200 per person),Revenue Sources.md,1
"Food, drink and nightlife",Cooking equipment rental for short-term stays (daily fee: \$15–\$50),Revenue Sources.md,1
"Food, drink and nightlife",Cooking with market shopping.,Revenue Sources by Perplexity.md,1
"Culture, classes and maker experiences",Copper Plate Etching Printmaking Workshop,Revenue Sources by Google.md,1
"Nature, sport and adventure",Coral Reef Underwater Guided Night Safari,Revenue Sources by Google.md,1
"Workation, productivity and extended-stay support",Corporate group travel logistics,Revenue Sources.md,1
"Workation, productivity and extended-stay support",Corporate invoicing.,Revenue Sources by Perplexity.md,1
"Workation, productivity and extended-stay support",Corporate receipt reconciliation service,Revenue Sources by OpenAi.md,1
"Food, drink and nightlife",Corporate team-building travel guides (\$29.99–\$99.99),Revenue Sources.md,1
"Workation, productivity and extended-stay support","Corporate travel management (contract: \$1,000–\$5,000/month)",Revenue Sources.md,1
"Workation, productivity and extended-stay support",Corporate traveler membership with invoicing perks,Revenue Sources by OpenAi.md,1
"Wellness, beauty and recovery",Cosmetic and spa treatment packages (markup: 15–30%),Revenue Sources.md,1
Core tours and sightseeing,Cosplay and character photography experience (\$100–\$300 per session),Revenue Sources.md,1
Core tours and sightseeing,Costume and dress-up experience (rental: \$50–\$150),Revenue Sources.md,1
"Romance, celebration and photography",Couples Deep Tissue In-Villa Massage,Revenue Sources by Google.md,1
"Romance, celebration and photography",Couples Massage Professional Massage Workshop,Revenue Sources by Google.md,1
"Romance, celebration and photography",Couples membership with anniversary perks,Revenue Sources by OpenAi.md,1
"Romance, celebration and photography",Couples spa + dinner package,Revenue Sources by OpenAi.md,1
"Romance, celebration and photography",Couples spa + sunset dinner package,Revenue Sources by OpenAi.md,1
"Romance, celebration and photography",Couples-only experiences.,Revenue Sources by Perplexity.md,1
"Workation, productivity and extended-stay support",Coworking day passes,Revenue Sources by OpenAi.md,1
"Workation, productivity and extended-stay support",Coworking weekly passes for mid-stay users,Revenue Sources by OpenAi.md,1
"Food, drink and nightlife",Craft beer tasting flights and brewery packages (commission: 10–20%),Revenue Sources.md,1
"Culture, classes and maker experiences",Craft workshops with artisans.,Revenue Sources by Perplexity.md,1
"Food, drink and nightlife",Craft-beer or cocktail crawl,Revenue Sources by OpenAi.md,1
Mixed / other travel monetization,"Create ""all-inclusive"" options for guests who prefer not to think about money on-site.",Revenue Sources by Perplexity.md,1
Core tours and sightseeing,"Create ""bad weather guarantee"" where guests can reschedule or switch to indoor experiences.",Revenue Sources by Perplexity.md,1
Mixed / other travel monetization,"Create ""genealogy"" trips for guests exploring roots in the region.",Revenue Sources by Perplexity.md,1
"Shopping, souvenirs and local commerce","Create ""gift curation"" services: selecting and shipping gifts home for the guest.",Revenue Sources by Perplexity.md,1
Core tours and sightseeing,"Create ""hidden gems with local"" walking tours that justify premium pricing with exclusivity.",Revenue Sources by Perplexity.md,1
"Culture, classes and maker experiences","Create ""language immersion"" stays with classes and host families.",Revenue Sources by Perplexity.md,1
Core tours and sightseeing,"Create ""limited edition"" tours with very small capacity.",Revenue Sources by Perplexity.md,1
"Community, loyalty and membership","Create ""low-season digital nomad"" deals with long-stay perks.",Revenue Sources by Perplexity.md,1
"Safety, health and problem-solving","Create ""mini-insurance"" for lost items, with realistic actuarial assumptions.",Revenue Sources by Perplexity.md,1
"Family, kids and multigenerational support","Create ""parents with babies"" services (strollers, babysitters).",Revenue Sources by Perplexity.md,1
Core tours and sightseeing,"Create ""plastic-free"" experiences with higher perceived value.",Revenue Sources by Perplexity.md,1
"Arrival, departure and travel admin","Create ""visa run"" packages with excursions.",Revenue Sources by Perplexity.md,1
"Community, loyalty and membership",Create a subscription model for frequent visitors with ongoing destination intelligence.,Revenue Sources by Perplexity.md,1
Partner-led B2B2C monetization while keeping traveler contact,Create an affiliate portal where partners can view bookings and commissions.,Revenue Sources by Perplexity.md,1
"Romance, celebration and photography",Create commission-based referral agreements with wedding planners and event companies.,Revenue Sources by Perplexity.md,1
"Remote concierge, AI nudges and content monetization",Create content warning about unsafe practices and offer safe paid options.,Revenue Sources by Perplexity.md,1
"Romance, celebration and photography","Create couples' romantic experiences (sunset cruise, private dinner on beach, lantern release) with strong uplift potential.",Revenue Sources by Perplexity.md,1
"Food, drink and nightlife","Create cross-promotions (book a tour, get a discount at partner restaurant).",Revenue Sources by Perplexity.md,1
"Connectivity, payments and digital convenience",Create destination newsletters that carry paid ads.,Revenue Sources by Perplexity.md,1
Mixed / other travel monetization,Create exclusive bundle SKUs sold only through your channel,Revenue Sources by OpenAi.md,1
"Events, tickets and timed-entry orchestration","Create festival-specific packages (Tet, Lantern Festival, New Year).",Revenue Sources by Perplexity.md,1
"Food, drink and nightlife","Create fixed-price ""local tasting menus"" where you control margin and upsell drink packages.",Revenue Sources by Perplexity.md,1
"Nature, sport and adventure",Create gamified scavenger hunts with paid access.,Revenue Sources by Perplexity.md,1
"Family, kids and multigenerational support","Create kid-focused family tours with activities like lantern workshops, cooking classes, and simple treasure hunts.",Revenue Sources by Perplexity.md,1
"Food, drink and nightlife","Create paid mini-courses (e.g., ""Vietnam Street Food 101"" or ""Basic Vietnamese Phrases for Travelers"").",Revenue Sources by Perplexity.md,1
Mixed / other travel monetization,Create photography-only trips.,Revenue Sources by Perplexity.md,1
"Food, drink and nightlife",Create picnic basket packages for beach or countryside outings.,Revenue Sources by Perplexity.md,1
"Culture, classes and maker experiences","Create private airport transfer packages (standard, SUV, luxury) with significant markup over local taxi prices in exchange for reliability and language support.",Revenue Sources by Perplexity.md,1
Partner-led B2B2C monetization while keeping traveler contact,Create regional ASEAN itineraries in partnership with neighbors.,Revenue Sources by Perplexity.md,1
"Food, drink and nightlife","Create thematic ""trail"" journeys (war history trail, coffee trail, silk road, etc.).",Revenue Sources by Perplexity.md,1
